id,osm_id,name,number,street,postal_code,city,country,country_code,status,lat,lon,website,phone,fax,opening_days,closing_days,stats,tags,description
0126901,2730492678,Musée de la Résistance et de la Déportation de l'Ain,3,Montée de l'Abbaye,01130,Nantua,France,fr,,46.1523788,5.6087658,www.musees.ain.fr,0474750750,0474752758,"Ouvert du 1er mars au 15 novembre, du mercredi au lundi de 10h à 12h30 et de 13h30 à 18h00","1er mai,  lundi de la Pentecôte, 1er novembre",label-date:01/02/2003,label:musee de france,
4316201,48400960,Musée des Manufactures de Dentelles,,Avenue de la Gare,43130,Retournac,France,fr,,45.20250470480847,4.035278575562211,www.ville-retournac.fr/musee,0471594163,0471594155,Ouvert tous les jours de 14h à 18h / et de 14h à 19h en juillet et août. .,Du 16 décembre au 14 mars et le 1er mai,label-date:22/04/2002,label:musee de france,
1458201,110555914,Château de Saint-Germain de Livet,,D 268A,14100,Saint-Germain-de-Livet,France,fr,,49.074799449928506,0.19101154967583153,www.lintercom.fr,0231310003,0231310003,"Ouvert de début janvier au 31 mars le week-end de 14h à 18h, du 1er avril au 30 juin du mardi au dimanche de 11h à 13h et de 14h à 18h,  en juillet-août tous les jours de 11h à 18h et du 1er septembre au 6 novembre du mardi au dimanche de 11h à 13h et de","1er mai, du 1er décembre au 31 janvier, et du 1er octobre au 15 octobre",label-date:01/02/2003,label:musee de france,
9743501,81886911,Musée Historique de Villèle,,Chemin Féoga n°1,97423,Petite France,France,fr,,-21.045987129030802,55.32135352453595,Site internet du Conseil général - http//www.cg974.fr,0262556410,0262555191,Ouvert du mardi au dimanche et les jours fériés de 9h30 à 12h30 et de 13h30 à 17h30,"1er janvier, 1er mai, 25 décembre",label-date:01/02/2003,label:musee de france,
7511503,409819224,Musée du Maréchal Leclerc de Hautecloque et de la Libération de Paris - Musée Jean Moulin,,Allée de la 2e Division Blindée,75015,Paris,France,fr,,48.8399493,2.3190224591182114,www.museesleclercmoulin.paris.fr,0140643944,0143212830,Ouvert du mardi au dimanche de 10h à 18h,,label-date:08/07/2004,label:musee de france,
7662401,240672661,Association de l'Horlogerie Aliermontaise,,,76510,Saint-Jacques-d'Aliermont,France,fr,,49.842261246361325,1.2419999109658681,www.musee-horlogerie-aliermont.fr,0235045398,0235856008,"Ouvert du 1er juin au 30 septembre du mardi au dimanche de 10h à 12h et de 14h à 18h, du 1er octobre au 31 décembre et du 16 février au 31 mai du mercredi au dimanche de 14h30 à 18h. Toute l'année sur réservation pour les groupes","Janvier à mi-février, 1er mai, 1er et 11 novembre, 25 décembre",label-date:01/02/2003,label:musee de france,
1601503,8129140054,Musée Archéologique et Historique,44,Rue de Montmoreau,16000,Saint-Cybard,France,fr,,45.6477606,0.1609176,site de société archéologique - www.sahc-charente.org,0545949075,0545949075,,,label-date:01/02/2003,label:musee de france,
3155509,2012829800,Muséum d'Histoire Naturelle,35,Allées Jules Guesde,31000,Toulouse,France,fr,,43.5941825,1.4489496,www.museum.toulouse.fr,0567738484,0567738448,Ouvert de 10h à 18h du mardi au dimanche,"1er janvier, 1er mai, 25 décembre",label-date:06/01/2002,label:musee de france,
6604902,,Musée départemental d'Art Moderne,8,Bd Maréchal Joffre B.P. 60413,66403,CERET Cedex,France,fr,,,,www.musee-ceret.com,0468873192,0468873192,"Ouvert du 1er juillet au 30 septembre tous les jours de 10h à 19h, le reste de l'année de 10h à 17h. Ouverture exceptionnelle lundi de Pâques et lundi de Pentecôte","1er janvier, 1er mai, 1er novembre, 25 décembre",label-date:01/02/2003,label:musee de france,
5300301,277287315,Musée des Tisserands Mayennais,,Place Billard de Veaux,53300,Ambrières-les-Vallées,France,fr,,48.403429,-0.6308390478723407,Site de la ville,0243049619,0243089738,Ouvert en juillet août de 14h30 à 18h30 du mardi au dimanche. Ouvert pour les groupes sur rendez-vous toute l'année,,label-date:01/02/2003,label:musee de france,
1300101,87741780,Musée du Pavillon de Vendôme,13,Rue de la Molle,13100,Aix-en-Provence,France,fr,,43.5311451,5.442097351888718,www.aixenprovence.fr/Pavillon-de-Vendome-465,0442918875,0442918873,Ouvert du 1er janvier au 14 avril du mercredi au lundi de 10h à 12h30 et de 13h30 à 17h et à partir du 15 avril du mercredi au lundi de 10h à 12h30 et de 13h30 à 18h,"1er mai, 25 décembre",label-date:01/02/2003,label:musee de france,
0608808,137241044,Musée du Palais Lascaris,15,Rue Droite,06300,Nice,France,fr,,43.6976635,7.277148734288097,http://www.nice.fr/fr/culture/musees-et-galerie/palais-lascaris-le-palais,0493627240,0493920419,Ouvert du mercredi au lundi de 10h à 18h,"1er janvier, dimanche de Pâques, 1er mai, 25 décembre",label-date:01/02/2003,label:musee de france,
8313704,27359797,Musée National de la Marine de Toulon,,Rue des Cottages Fleuris,832000,Toulon,France,fr,,43.136397501361664,5.932760443729787,www.musee-marine.fr/toulon,0494020201,0494021588,Ouvert d'octobre à mai du mercredi au lundi de 10h à 18h et de juin à septembre tous les jours de 10h à 18h,"1er janvier, 1er mai, 25 décembre",label-date:06/01/2002,label:musee de france,
8313701,38422621,Muséum d'Histoire Naturelle de Toulon et du Var,,Route du Faron,832000,Toulon,France,fr,,43.15226828593683,5.937168470121429,www.museum-toulonvar.fr,0483954420,0483954428,Ouvert du mardi au dimanche de 9h à 18h du 1er mars au 30 novembre et de 9h à 17h du 1er décembre au 28 février,Jours fériés,label-date:01/02/2003,label:musee de france,
4115801,636023615,Atelier Musée Louis Leygue,,Rue des Venages,41100,Naveil,France,fr,,47.7939429,1.0312301,,0254772613,0254894358,Ouvert quatre après-midi dans l'année (2 en juillet et  2 en août). Permanence assurée par le personnel du musée Vendôme,,label-date:01/02/2003,label:musee de france,
5606901,175791621,Ecomusée de l'Île de Groix,,Rue Francis Stéphant,56590,Groix,France,fr,,47.6397756005466,-3.444878551643307,http://ecomusee.groix.free.fr,0297868460,0297865651,"Ouvert de mai à septembre tous les jours de 9h45 à 12h30 et de 14h à  18h, d'octobre à novembre et avril du mardi au dimanche de 9h45 à 12h et de 14h à 17h, de décembre à mars le mercredi, samedi et dimanche (sauf vacances scolaires du mercredi au dimanch",Jours fériés,label-date:01/02/2003,label:musee de france,
7055001,121376962,Musée Georges Garret,,Place de l'Église,70000,Vesoul,France,fr,,47.62334,6.156087,Site des musées de la région,0384765154,0384767969,Ouvert du mercredi au lundi de 14h à 18h. Groupes sur réservation le matin,"1er janvier, 1er mai, 25 novembre, lundi de Pâques, vacances de Noël",label-date:01/02/2003,label:musee de france,
0819001,314090013,Musée de Givet,,Rue du Charnois,08600,Rancennes,France,fr,,50.11351842685375,4.8203316836820855,,0324420684,0324420244,,,label-date:01/02/2003,label:musee de france,
0216801,1827255699,Musée Jean de la Fontaine,14,Rue Jean De La Fontaine,02400,Château-Thierry,France,fr,,49.0471471,3.4004106,www.musee-jean-de-la-fontaine.fr,0323690560,0323833561,Ouvert du mardi au dimanche de 9h30 à 12h et de 14h à 17h30,"1er janvier, 1er mai, 1er novembre, 25 décembre",label-date:01/02/2003,label:musee de france,
6822409,,Musée Minéralogique de la Société Industrielle de Mulhouse,3,Avenue Alfred-Werner,68093,MULHOUSE CEDEX,France,fr,,,,,0389336888,0389336885,,,label-date:01/02/2003,label:musee de france,
6811201,70324384,Musée Théodore Deck et des Pays du Florival,,Rue Casimir De Rathsamhausen,68500,Guebwiller,France,fr,,47.905804950000004,7.21451418695769,www.ville-guebwiller.fr/musee-deck/,0389742289,0389741323,"Ouvert le lundi et du mercredi au vendredi de 14h à 18h, les week-ends et jours féris de 10h à 12h et de 14h à 18h",,label-date:01/02/2003,label:musee de france,
7510706,1002192,Musée National de la Légion d'Honneur et des Ordres de Chevalerie,,Rue de Solférino,75007,Paris,France,fr,,48.86049095,2.324779200807514,www.legiondhonneur.fr,0140628425,0140628496,Ouvert du mercredi au dimanche de 13h à 18h. Accessible le mardi pour les groupes sur réservation,"1er janvier, 1er mai, 15 août, 1er novembre et 25 décembre",label-date:06/01/2002,label:musee de france,
9723101,435721326,Musée de La Canne,,,97229,Les Trois-Îlets,France,fr,,14.5329931,-61.0288555,http://www.zananas-martinique.com/martinique-patrimoine/maison-de-la-canne.html,0596683204,0596684269,"Ouvert du mardi au jeudi de 8h à 17h30, vendredi de 8h à 17h, samedi de 8h30 à 12h et de 13h à 17h et le dimanche de 9h à 12h et de 13h à 17h",,label-date:01/02/2003,label:musee de france,
9720903,,Muséum d'Histoire Naturelle,,B.P. 4030,97254,FORT-DE-FRANCE TERRE-SAINVILLE Cedex,France,fr,,,,,0596706841,0596514953,,,label-date:01/02/2003,label:musee de france,
3156501,7104392892,Musée Municipal d'Art et d'Histoire,,Place Mas Saint-Pierre,31800,Saint-Gaudens,France,fr,,43.1075058,0.7254804,www.mairiestgaudens.fr,0561890542,0561947866,Lors des xxposition hors les murs du mardi au samedi de 10h à 12h et de 14h à 18h en 2016,,label-date:01/02/2003,label:musee de france,
3155503,833971998,Musée Paul Dupuy,,Rue de la Pleau,31000,Toulouse,France,fr,,43.5969961,1.4469176608344112,Site des musées de la région : www.musees-midi-pyrenees.fr/,0531229540,0561146559,Ouvert du mardi au dimanche de 10h à 17h d'octobre à mai et de 10h à 18h de juin à septembre,Jours fériés,label-date:01/02/2003,label:musee de france,
0608806,1398474011,Muséum d'Histoire Naturelle,60,Boulevard Risso,06300,Nice,France,fr,,43.7019475,7.2797089,www.mhnnice.org ou www.nice-coteazur.org,0497134680,0497134685,Ouvert du mardi au dimanche de 10h à 18h,"1er janvier, dimanche de Pâques, 1er mai, 25 décembre",label-date:01/02/2003,label:musee de france,
2828001,182529487,Musée du Château Saint-Jean,,Ruelle de la Galaisière,28400,Nogent-le-Rotrou,France,fr,,48.31733558063737,0.8232319057737968,www.ville-nogent-le-rotrou.fr/html/art_cult/musee/collec.htm,0237521802,0237291204,Ouvert du mercredi au lundi de 10h à 12h et de 14h à 18h de mai à octobre et de novembre à avril de 10h à 12h et de 14h à 17h,"1er janvier, 1er mai, 1er novembre,  25 décembre",label-date:01/02/2003,label:musee de france,
6753801,237920405,Musée Lalique,,Rue du Hochberg,67290,Wingen-sur-Moder,France,fr,,48.92703135,7.362242480209602,www.musee-lalique.com,0388890814,0388034275,"Ouvert d'avril à septembre tous les jours de 10h à 19h, en février, mars, octobre et novembre du mardi au dimanche de 10h à 18h, en décembre tous les jours de 10h à 19h et fermeture à 16h les 24 et 31 décembre","Janvier, 25 décembre",label-date:26/03/2007,label:musee de france,
4525201,,Musée Municipal,Direction de l'action culturelle 5,Place Denis Poisson - B.P. 706,45307,PITHIVIERS Cedex,France,fr,,,,,0238300064,0238300064,,,label-date:01/02/2003,label:musee de france,
5443101,2522422691,"""Musée """"au Fil du Papier""""""",,Rue Jean Hanzelet,54700,Pont-à-Mousson,France,fr,,48.9075322,6.0585675,Site de la ville,0383878014,0383878018,"Ouvert du 2 mai au 30 septembre lundi, mercredi au samedi de 14h à 18h, dimanche de 10h à 12h et de 14h à 18h, du 1er octobre au 30 avril lundi, mercredi au lundi de 14h à 17h","1er janvier, dimanche de Pâques, 1er mai, 14 juillet, 1er novembre,  25 décembre",label-date:01/02/2003,label:musee de france,
5144501,2660254,Ecomusée de la Montagne de Reims,,,51160,Saint-Imoges,France,fr,,49.110925,3.9749215,www.parc-montagnedereims.fr,0326594444,0326594163,,,label-date:01/02/2003,label:musee de france,
2432203,167654902,Musée Gallo-Romain de Vesunna,,Rue Roger Barnalier,24000,Périgueux,France,fr,,45.19237878936128,0.7114795482947602,/www.perigueux-vesunna.fr/,0553530092,0553354012,"Ouvert d'avril à juin et septembre du mardi au vendredi de 9h30 à 17h30, le week-end de 10h à 12h30 et de 14h30 à 18h, en juillet-août tous les jours de 10h à 19h, d'octobre à mars du mardi au vendredi de 9h30 à 12h30 et de 13h30 à 17h, le week-end de 10h","Fermeture les 1er et 2ème semaines de janvier après vacances scolaires, et les jours fériés d'octobre à mars",label-date:19/11/2009,label:musee de france,
3147201,150804360,Musée Archéologique Départemental,,,65150,Tibiran-Jaunac,France,fr,,43.03531194234985,0.5661331725324784,http://www.musees-midi-pyrenees.fr/musees/musee-archeologique-departemental,0561883179,0561888381,Expositions temporaires tous les jours de 10h à 17h de mai à septembre,Janvier,label-date:01/02/2003,label:musee de france,
6505901,267289575,Musée de la Vie Quotidienne dans les Pyrénées,,Rue de Hout Blanque,65200,Bagnères-de-Bigorre,France,fr,,43.06560300851061,0.15362634182441548,www.museesbagneres.fr/,0562910733,,,,label-date:01/02/2003,label:musee de france,
0608811,141247768,Musée National Message Biblique Marc Chagall,29,Avenue du Docteur Ménard,06000,Nice,France,fr,,43.709328,7.268705455383572,www.musees-nationaux-alpesmaritimes.fr,0493538720,0493538739,Ouvert de novembre à avril de 10 h à 17 h et de mai à octobre de 10 h à 18 h,"1er janvier, 1er mai, 25 décembre",label-date:06/01/2002,label:musee de france,
6137901,4317391883,Musée Départemental des Arts et Traditions Populaires du Perche,,D 277,61130,Saint-Cyr-la-Rosière,France,fr,,48.3249849,0.6549988,www.ecomuseeduperche.fr,0233734806,0233731894,Ouvert toute l'année d'avril à septembre de 10h30 à 18h30 et d'octobre à mars de 10h30 à 17h30 en semaine et le W.E. et jours fériés de 14h à 17h30,24 décembre au 13 janvier,label-date:01/02/2003,label:musee de france,
3035001,2363137316,Musée Cévenol,1,Rue des Calquières,30120,Le Vigan,France,fr,,43.9889631,3.6072627,www.musee-cevenol-levigan.fr ou http://museecevenol-levigan.jimdo.com/,0467810686,0467819937,"Ouvert d'Avril à juin et en septembre, octobre du mercredi au dimanche de 10h à 12h et de 14h à 18h,  exceptionnellement le lundi de Pâques et lundi de Pentecôte, en  juillet et août, du mercredi au lundi de 10h à 13h et de 15h à 18h30","De janvier à mars, en  novembre et décembre, 1er janvier, 1er mai, 1er et 11 novembre, 25 décembre",label-date:01/02/2003,label:musee de france,
1104901,1722803126,"""Musée Municipal """"Eburomagus Musée Archéologique""""""",2,Avenue du Razès,11150,Bram,France,fr,,43.2438113,2.1161341,www.eburomagus.com,0468789119,0468765687,"Ouvert d'avril à juin, septembre à octobre du mercredi au dimanche de 10h à 12h et de 14h à 18h. En juillet-août tous les jours de 10h à 12h et de 14h à 19h. De novembre à mars ouvert sur rendez-vous pour les groupes et scolaires",De novembre à mars,label-date:05/07/2012,label:musee de france,
0921101,481052872,Musée d'Archéologie,,Rue du Village,09300,Montségur,France,fr,,42.871037900000005,1.8330983253272373,Site de la ville : www.citaenet.com/montsegur,0561010694,0561031127,"Ouvert de février à mars de 14h à 17h, en avril de 14h à 18h, de mai à septembre de 11h à 13h et de 14h à 19h, en octobre de 14h à 18h et de novembre à décembre de 14h à 17h",Janvier et 25 décembre,label-date:01/02/2003,label:musee de france,
4028701,6050822992,Musée Municipal du Lac,,Cheminement PMR office de tourisme,40460,Sanguinet,France,fr,,44.4836859,-1.0759934,www.ville-sanguinet.fr,0558780233,0558786663,"Ouvert de mi-d'avril à septembre, du lundi au samedi en avril de 10h à 18h, le mercredi (10h-17h30) et samedi (14h-17h30) en mai, juin et septembre, le lundi, mercredi, jeudi, vendredi, samedi, dimanche en juillet et août de 10h à 18h",,label-date:01/02/2003,label:musee de france,
4700101,,Musée des Beaux-Arts,,Place du Dr Pierre Esquirol,47916,AGEN Cedex 9,France,fr,,,,www.agen.fr/musee,0553694723,0553694777,Ouvert toute l'année de 10h à 12h30 et de 13h30 à 18h,"1er janvier, 1er et 8 mai, Lundi de Pâques, Jeudi de l'Ascension,1er et 11 novembre, 25 décembre",label-date:01/02/2003,label:musee de france,
3417206,,Agropolis-Muséum,951,Avenue Agropolis,34394,MONTPELLIER Cedex 5,France,fr,,,,www.museum.agropolis.fr,0467047500,0467041369,Fermé définitivement,,label-date:01/02/2003;unlabel-date:2017-04-03 00:00:00,label:musee de france,
4214701,163997717,Musée d'Allard,,Avenue d'Allard,42600,Montbrison,France,fr,,45.6082165,4.061633719569123,Site de la ville www.ville-montbrisson.fr,0477963915,0477588334,Ouvert du mercredi au lundi de 14 h à 18 h et tous les jours pour les groupes sur rendez-vous,25 décembre et 1er janvier,label-date:01/02/2003,label:musee de france,
6706101,118828563,Musée du Pays de Hanau - Histoire et Vies d’un Territoire,,D 233,67330,Neuwiller-lès-Saverne,France,fr,,48.81690672152957,7.431014928672742,www.museedupaysdehanau.eu,0388003839,0388713034,"Ouvert du 1er juillet au 15 septembre du mercredi au vendredi de 10h à 12h30 et de 14h à 18h, samedi, dimanche et jours fériés de 14h à 18h et du 16 septembre au 30 juin du mercredi au dimanche de 14h à 18h","Janvier - 24, 25 et 31 décembre, le 1er janvier et le dimanche de Pâques",label-date:01/02/2003,label:musee de france,
5512201,3279930585,Musée de la Céramique et de l'Ivoire,18,Avenue Carcano,55200,Commercy,France,fr,,48.7635883,5.589564,https://musees-meuse.fr,0329920477,0329917575,"Ouvert d'avril à juin, septembre et octobre de 14h à 18h les week-ends et jours fériés, en juillet-août de 14h à 18h du mercredi au dimanche",novembre à mars,label-date:01/02/2003,label:musee de france,
8509201,2481605025,Musée de Fontenay-le-Comte,26,Rue Saint-Thomas,85200,Fontenay-le-Comte,France,fr,,46.4731516,-0.8045376,www.ville-fontenaylecomte.fr,0251534004,0251697276,"Ouvert de 14h à 18h du mardi au dimanche du 1er avril au 30 septembre, vacances de Toussaint et d'hiver toutes zones, et le mercredi du 1er octobre au 31 mars","1er janvier, 1er mai, 25 décembre",label-date:14/12/2002,label:musee de france,
3428401,178387339,Musée de Préhistoire Régionale et du Mégalithisme,,Passage de la Pourtanelle,34220,Saint-Pons-de-Thomières,France,fr,,43.488682499999996,2.758707373774508,http://www.pays-saintponais.com/site/dossier_musee/index.html,0467972261,0467957439,"Ouvert des vacances de Pâques à fin juin de mi-septembre à fin septembre vacances de Toussaint du jeudi au dimanche de 15h à 18h, de juillet à mi-septembre du mardi au dimanche de 10h à 12h et de 15h à  18h",Fermeture annuelle de novembre à mars,label-date:01/02/2003,label:musee de france,
7127501,102599500,Musée de la Tour du Moulin,9,Rue de la Tour du Moulin,71110,Marcigny,France,fr,,46.274617750000004,4.043134042095613,www.tour-du-moulin.fr,0385253705,0385252009,"Ouvert du mercredi au lundi du 1er avril à mi-juin et du 21 septembre au 31 octobre de 14h à 18h , et de mi-juin à mi-septembre du mercredi au lundi 9h à 12h et de 14h à 18h",Fermeture annuelle du 1er novembre au 31 mars 2011,label-date:01/02/2003,label:musee de france,
6822405,34853202,Cité du Train,,Rue Alfred Werner,68200,Mulhouse,France,fr,,47.73058815,7.310971459558962,www.citedutrain.com,0389428333,0389424182,"Ouvert tous les jours du 1er janvier au 11 avril  de 10h à 17h, du 12 avril au 11 novembre de 10h à 18h et du 12 novembre au 31 décembre de 10h à 17h",25 décembre,label-date:18/11/2002,label:musee de france,
4502801,136939778,Musée Daniel Vannier,,Rue de la Bordière,45190,Le Mèe,France,fr,,47.799347478390665,1.5998569627371397,site de la région ou www.patrimoine-beaugency.fr,0238446264,0238464037,,,label-date:01/02/2003,label:musee de france,
3818508,2063393706,Musée de la Résistance de la Déportation de l'Isère,14,Rue Hébert,38000,Grenoble,France,fr,,45.1900697,5.7352128,www.resistance-en-isere.fr,0476423853,0476425589,"Ouvert du 1er septembre au 30 juin du lundi, mercredi au vendredi de 9h à 18h, mardi de 13h30 à 18h, samedi et dimanche de 10h à 18h, en juillet-août de 10h à 19h, mardi de 13h30 à 19h","1er janvier, 1er mai, 25 décembre",label-date:01/02/2003,label:musee de france,
9111401,48359053,Musée Municipal Robert Dubois-Corneau,,Rue de la Glacière,91800,Brunoy,France,fr,,48.7003494,2.5007316063279736,www.brunoy.fr,0160463360,0160472920,Ouvert du mercredi au dimanche de 14h à 18h du 1er mai au 31 octobre et de 14h à 17h du 1er novembre au 30 avril,Août  et jours fériés et du 25 décembre 2010 au 4 janvier 2011,label-date:01/02/2003,label:musee de france,
9109701,28814610,Musée Dunoyer de Segonzac,,,91800,Boussy-Saint-Antoine,France,fr,,48.68898395530239,2.5300218221346102,,,,,,label-date:01/02/2003,label:musee de france,
5935004,2303987010,Musée de l'Hospice Comtesse,32,Rue de la Monnaie,59021,Lille,France,fr,,50.6410481,3.0629337,www.mairie-lille.fr ou http://www.pba-lille.fr/spip.php?article167,0328368400,0328368407,"Ouvert lundi de 14h à 18h, mercredi au dimanche de 10h à 12h30 et de 14h à 18h","1er janvier, 1er mai, 14 juillet, 15 août, 25 décembre, les samedi, dimanche et lundi de la braderie de Lille (1er week-end de septembre).",label-date:01/02/2003,label:musee de france,
9106401,7035962879,Musée Français de la Photographie,,Rue de Paris,91570,Bièvres,France,fr,,48.762826,2.225102,www.museedelaphoto.fr,0169351650,0160192111,Ouvert du mercredi au dimanche de 13h30 à 17h30,Jours fériés,label-date:01/02/2003,label:musee de france,
7510512,977195075,Galerie d’entomologie (Muséum national d'histoire naturelle),,Allée Chevreul,75005,Paris,France,fr,,48.8437212,2.3551124,www.mnhn.fr,,,,,label-date:06/01/2002,label:musee de france,
6613602,,Musée des Monnaies et Médailles Joseph Puig,42,Avenue de Grande-Bretagne B.P. 931,66931,PERPIGNAN Cedex,France,fr,,,,Site de la mairie - www.mairie-perpignan.fr,0468663066,0468663280,Ouvert du lundi au jeudi de 8h à 18h et le vendredi de 8h à 17h,Jours fériés,label-date:01/02/2003,label:musee de france,
1320402,68979506,Muséum d'Histoire Naturelle,,Rue Édouard Stéphan,13004,Marseille,France,fr,,43.304237,5.3946062887185935,www.museum-marseille.org,0491145950,0491145951,Ouvert du mardi au dimanche de 10h à 18h,"1er janvier, 1er mai, 1er novembre, 25 et 26 décembre",label-date:06/01/2002,label:musee de france,
1301104,34294502,Fondation Louis Jou,,,13520,Maussane-les-Alpilles,France,fr,,43.722637834919254,4.811934683639871,http://www.fondationlouisjou.org/,0490543417,,Ouvert uniquement sur rendez-vous téléphonique pour les groupes de 8h à 22h,Fermé de mi-décembre à fin janvier,label-date:01/02/2003,label:musee de france,
0615502,88040667,Musée Picasso la guerre et la paix à Vallauris,,Place de la Libération,06220,Vallauris,France,fr,,43.580016,7.0532145,http://musees-nationaux-alpesmaritimes.fr/picasso/,0493647183,0493649742,Ouvert du 15 juin au 14 septembre de 10h à 12h15 et de 14h à 18h - du 15 septembre au 14 juin de 10h à 12h15 et de 14h à 17h,"1er janvier, le 1er mai,  le 1er novembre, le 11 novembre et le 25 décembre",label-date:06/01/2002,label:musee de france,
0601801,1416739719,Musée Fernand Léger,,Chemin du Val de Pome,06410,Biot,France,fr,,43.6212652,7.1123586,www.musee-fernandleger.fr ou http://musees-nationaux-alpesmaritimes.fr/fleger/,0492915030,0492915031,Ouvert de 10h à 17h de novembre à avril et de 10h à 18h de mai à octobre,"1er janvier, 1er mai, 25 décembre",label-date:06/01/2002,label:musee de france,
0331002,90592412,Musée des Arts D'Afrique et D'Asie,11,Rue Mounin,03200,Vichy,France,fr,,46.128514499999994,3.4204496650349645,www.musee-aaa.com,0470977640,0470960134,Ouvert du mardi au dimanche de 14h à 18 h de début mai à fin octobre,,label-date:01/02/2003,label:musee de france,
2505604,2439700918,Musée Comtois,19,Rue du Tunnel,25000,Besançon,France,fr,,47.2551112,6.0194444,www.citadelle.com,0381878316,0381878306,Ouvert de novembre à mars de 10h à 16h45 et d'avril à octobre de 9h à 17h45 (18 h 45 en juillet et août),"1er janvier, 25 décembre",label-date:01/02/2003,label:musee de france,
